Competidor,Haul,OrgDesCont,22,21,20,19,18
ChinaSouthern,SH,ASIA-EUR,,MAR: lax-PVG-ANC-ORD-PVG-AMS-PVG-FRA-pvg (B-2080),VIE: ckg-PVG-ANC-ORD-PVG-FRA-CAN-ANC-lax (B-2010),VIE: lax-SHE-LAX-SHE-lax (B-300V),DOM: urc-CAN-SFO-CAN-akl (B-1297)
ChinaSouthern,SH,ASIA-EUR,,MAR: ams-CAN-YVR-CAN-syd (B-6136),VIE: ams-PVG-ANC-ORD-PVG-AMS-CKG-PVG-lax (B-2026),SAB: jfk-CAN-JFK-CAN*-JFK-can (B-1167),DOM: ord-PVG-LAX-PVG-anc (B-2010)
ChinaSouthern,SH,ASIA-EUR,,MIE: mnl-CAN-SFO-CAN-mnl (B-1128),VIE: lax-PVG-ANC-ORD*-TSN-PVG-FRA-PVG-ANC-ord (B-2027),SAB: ctu-CAN-YVR-CAN-lax (B-1293),DOM: stn-CAN-ANC-LAX-CAN*-STN-CAN-ANC-LAX-can (B-2028)
ChinaSouthern,SH,ASIA-EUR,,MIE: wuh-CAN-JFK-CAN-jfk (B-1167),VIE: fra-PVG-LAX-PVG-lax (B-2041),SAB: fra-PVG-ANC*-ORD-PVG-lax (B-2010),DOM: can-YVR-CAN-ckg (B-20C6)
ChinaSouthern,SH,ASIA-EUR,,MIE: yvr-CAN-LAX-CAN-akl (B-1242),VIE: fra-CAN-ANC-LAX-CAN-STN-FRA-CAN-anc (B-2073),SAB: ckg-PVG-LAX-PVG-bkk (B-2026),
ChinaSouthern,SH,ASIA-EUR,,MIE: sfo-CAN-LAX-CAN-lax (B-1297),VIE: jfk-CAN-JFK-CAN-ckg (B-209D),SAB: ams-CAN-ANC*-LAX-CAN-anc (B-2073),
ChinaSouthern,SH,ASIA-EUR,,MIE: ord-PVG-LAX-PVG-fra (B-2027),VIE: jfk-WUH-JFK-WUH-jfk (B-209E),SAB: lax-PVG-ANC*-ORD-PVG-anc (B-2080),
ChinaSouthern,SH,ASIA-EUR,,MIE: lax-PVG-ANC-ORD-PVG-AMS-PVG-LAX-pvg (B-2041),VIE: ctu-CAN-SFO-CAN-ckg (B-20C6),SAB: fra-CAN-ANC-LAX-CAN*-STN-CAN-FRA-CAN-anc (B-2081),
ChinaSouthern,SH,ASIA-EUR,,MIE: stn-CAN-ANC-LAX-CAN-CKG-AMS-CAN-fra (B-2081),VIE: lax-SHE-LAX-SHE-lax (B-300V),SAB: can-CAN-LAX*-CAN-LAX-CAN-AMS-CAN-YVR-can (B-6136),
ChinaSouthern,SH,ASIA-EUR,,MIE: jfk-WUH-JFK-WUH*-JFK-wuh (B-209E),SAB: wuh-CAN-JFK-CAN-ckg (B-1168),SAB: can-LAX*-CAN-LAX-CAN-ams (B-6136),
ChinaSouthern,SH,ASIA-EUR,,JUE: ckg-CAN-JFK-CAN-jfk (B-1169),SAB: lax-PVG-LAX-PVG-bkk (B-2041),DOM: lax-CAN-YVR-CAN-sfo (B-1128),
ChinaSouthern,SH,ASIA-EUR,,JUE: lax-CAN-LAX-CAN-yvr (B-1243),SAB: ams-PVG-ANC-ORD-PVG-AMS-PVG-FRA-pvg (B-2075),DOM: sfo-CAN-LAX-CAN-sfo (B-1242),
ChinaSouthern,SH,ASIA-EUR,,JUE: fra-CAN-ANC-LAX-CAN-STN-BLL*-KWE-CAN-ams (B-2028),SAB: ams-CAN-ANC-LAX-CAN-STN-CAN-STN-can (B-2081),DOM: hgh-CAN-SFO-CAN-akl (B-1243),
ChinaSouthern,SH,ASIA-EUR,,JUE: ams-PVG-LAX-PVG-anc (B-2071),SAB: mnl-CAN-YVR-CAN-csx (B-20CJ),DOM: ord-PVG-LAX-PVG-anc (B-2010),
ChinaSouthern,SH,ASIA-EUR,,JUE: fra-PVG-ANC-ORD-PVG-AMS-PVG-FRA-pvg (B-2075),SAB: lhr-CAN-LAX-CAN-lhr (B-6137),DOM: lax-PVG-ANC*-ORD-PVG-lax (B-2027),
ChinaSouthern,SH,ASIA-EUR,,JUE: jfk-CAN-JFK-CAN-yyz (B-209D),DOM: pek-CAN-JFK-CAN-ckg (B-1169),DOM: stn-CAN-ANC-LAX-CAN*-AMS-CAN-FRA-CAN-anc (B-2028),
ChinaSouthern,SH,ASIA-EUR,,JUE: mnl-CAN-YVR-CAN-pek (B-209X),DOM: lax-CAN-YVR-CAN-lax (B-1242),DOM: ord-PVG-ANC-ORD-PVG-AMS-PVG-AMS-pvg (B-2080),
ChinaSouthern,SH,ASIA-EUR,,VIE: mnl-CAN-SFO-CAN-mnl (B-1128),DOM: hgh-CAN-SFO-CAN-lax (B-1243),DOM: jfk-WUH-JFK-WUH-jfk (B-209E),
ChinaSouthern,SH,ASIA-EUR,,VIE: jfk-CAN-JFK-CAN-yyz (B-1167),DOM: akl-CAN-LAX-CAN-akl (B-1293),,
ChinaSouthern,SH,ASIA-EUR,,VIE: jfk-CAN-JFK-CAN-ckg (B-1168),DOM: ams-PVG-LAX-PVG-anc (B-2042),,
ChinaSouthern,SH,ASIA-EUR,,VIE: can-AKL*-CAN-LAX-CAN-sfo (B-1293),DOM: jfk-WUH-JFK-WUH-jfk (B-209E),,
ChinaSouthern,SH,ASIA-EUR,,VIE: lax-CAN-LAX-CAN-yvr (B-1297),,,
ChinaSouthern,SH,ASIA-EUR,,VIE: fra-PVG-ANC-ORD-PVG-AMS-PVG-FRA-pvg (B-2026),,,
ChinaSouthern,SH,ASIA-EUR,,VIE: ams-PVG-LAX-PVG-anc (B-2041),,,
ChinaSouthern,SH,ASIA-EUR,,VIE: lax-PVG-ANC-ORD-PVG-LAX-PVG-ANC-ord (B-2071),,,
ChinaSouthern,SH,ASIA-EUR,,VIE: xiy-CAN-YYZ-CAN-sha (B-209Y),,,
ChinaSouthern,SH,ASIA-EUR,,VIE: sha-CAN-JFK-CSX-can (B-20C5),,,
ChinaSouthern,SH,ASIA-EUR,,VIE: lax-SHE-LAX-SHE-lax (B-300V),,,
ChinaSouthern,SH,ASIA-EUR,,SAB: jfk-CAN-JFK-CAN*-YYZ-can (B-1169),,,
ChinaSouthern,SH,ASIA-EUR,,SAB: lax-CAN-YVR-CAN-lax (B-1243),,,
ChinaSouthern,SH,ASIA-EUR,,SAB: lax-CAN-SFO-CAN-mnl (B-1293),,,
ChinaSouthern,SH,ASIA-EUR,,SAB: fra-PVG-ANC-ORD-PVG-AMS-CKG*-AMS-CKG-pvg (B-2027),,,
ChinaSouthern,SH,ASIA-EUR,,SAB: ams-CAN-ANC-LAX-CAN-STN-FRA-can (B-2072),,,
ChinaSouthern,SH,ASIA-EUR,,SAB: jfk-CAN-YYZ-CAN-jfk (B-209D),,,
ChinaSouthern,SH,ASIA-EUR,,SAB: wuh-CAN-LAX-CAN-yvr (B-6140),,,
ChinaSouthern,SH,ASIA-EUR,,SAB: xiy-CAN-JFK-CAN-sha (B-7588),,,
ChinaSouthern,SH,ASIA-EUR,,DOM: mnl-CAN-SFO-CAN-sin (B-1128),,,
ChinaSouthern,SH,ASIA-EUR,,DOM: jfk-CAN-YYZ-can (B-1167),,,
ChinaSouthern,SH,ASIA-EUR,,DOM: ckg-CAN-JFK-can (B-1168),,,
ChinaSouthern,SH,ASIA-EUR,,DOM: akl-CAN-LAX-CAN*-CGO-lhr (B-1242),,,
ChinaSouthern,SH,ASIA-EUR,,DOM: lax-CAN-YVR-can (B-1297),,,
ChinaSouthern,SH,ASIA-EUR,,DOM: ams-CAN-ANC-LAX-CAN-STN-can (B-2010),,,
ChinaSouthern,SH,ASIA-EUR,,DOM: lax-PVG-ANC-ORD-PVG-lax (B-2041),,,
ChinaSouthern,SH,ASIA-EUR,,DOM: kix-PVG-ANC-ORD-PVG-lax (B-2042),,,
ChinaSouthern,SH,ASIA-EUR,,DOM: sfo-KMG*-CAN-SFO-TAO-can (B-2049),,,
ChinaSouthern,SH,ASIA-EUR,,DOM: ord-PVG-LAX-PVG-anc (B-2071),,,
ChinaSouthern,SH,ASIA-EUR,,DOM: fra-PVG-LAX-PVG-lax (B-2080),,,
ChinaSouthern,SH,ASIA-EUR,,DOM: jfk-WUH-JFK-wuh (B-209E),,,
ComluxAruba,SH,ASIA-NAM,,MAR: lax-PVG-LAX-PVG-lax (P4-XTL),VIE: rsw-PVG-LAX-PVG-lax (P4-XTL),,DOM: rsw-PVG-YEG-ORD*-RSW-PVG-LAX-PVG-LAX-pvg (P4-XTL)
ComluxAruba,SH,ASIA-NAM,,SAB: lax-PVG-LAX-pvg (P4-XTL),,,
DHL,SH,ASIA-EUR,LUN: dxb-HKG-LEJ-DXB*-HKG-dxb (D-AALM),LUN: lej-BAH-LEJ-VIT-OPO-LHR-BRU-EMA-dub (D-AEAF),LUN: lej-BAH-LEJ-BFS-EMA-BRU-CPH-GOT-cph (D-AEAB),LUN: lej-BAH-LEJ-SOF-LEJ-EMA-BFS-EMA-bru (D-AEAM),LUN: pvg-ICN-LEJ-NRT-hkg (D-AALL)
DHL,SH,ASIA-EUR,LUN: lej-BAH-LEJ-BGY-LEJ-BRU-los (D-AEAM),LUN: lej-TLV-LEJ-OTP-BTS-LEJ-MUC-LEJ-mad (D-ALEV),LUN: lej-TLV-LEJ-TLV-lej (D-ALET),LUN: lej-TLV-LEJ-TLV-lej (D-ALEV),LUN: ema-LEJ*-HKG-LEJ-ICN-hkg (D-AALO)
DHL,SH,ASIA-EUR,LUN: lej-TLV-LEJ-TLV-lej (D-ALEU),LUN: ema-BAH-LHR*-BRU-MIA-BRU-MIA-BRU-MIA-bru (G-DHLG),LUN: ema-BAH-LHR-EMA-LEJ-BRU-MIA-BRU-mia (G-DHLG),MAR: hkg-DEL-LEJ-BRU*-CVG-LEJ-BAH-HKG-CGN*-LEJ-icn (D-AALO),LUN: lej-TLV-LEJ-TLV-lej (D-ALET)
DHL,SH,ASIA-EUR,LUN: lej-BAH-LEJ-MAD-FRA-MAD-lej (D-AZMK),MAR: bkk-SGN-FRA-SEA-LAX-FRA*-MEX-GDL-FRA*-MAA-hkg (D-AALL),MAR: pvg-ICN-LEJ-NRT-hkg (D-AALM),MAR: lej-TLV-LEJ-TLV-lej (D-ALEV),LUN: sof-BAH-SOF-LEJ-EMA-LEJ-BUD-LEJ-ema (EI-OZM)
DHL,SH,ASIA-EUR,LUN: ema-BAH-LHR-BRU-LEJ-JFK*-LEJ-JFK-EMA-lej (G-DHLE),MAR: icn-HKG-CGN-LEJ-DXB-HKG-DEL-LEJ-pvg (D-AALO),MAR: hkg-DEL-LEJ-EMA-LEJ-ICN-HKG-CVG-lej (D-AALO),MIE: hkg-DXB-LEJ-EMA-LEJ-PVG-ICN-LEJ-fra (D-AALL),MAR: bkk-SGN-FRA*-SEA-LAX-FRA-MEX-GDL-FRA-maa (D-AALM)
DHL,SH,ASIA-EUR,MAR: lej-BAH-BTS-LEJ-vit (D-AEAB),MAR: lej-TLV-LEJ-BRU-MAD-LEJ-MAD-OPO-bru (D-ALET),MAR: lej-TLV-LEJ-TLV-lej (D-ALET),MIE: nrt-HKG-LEJ-SIN-bkk (D-AALM),MAR: icn-HKG-CGN-BRU-LEJ-ICN-HKG-CGN-lej (D-AALO)
DHL,SH,ASIA-EUR,MAR: lej-TLV-LEJ-tlv (D-ALEU),MIE: hkg-DXB-LEJ-EMA-LEJ-ICN*-SZX-LEJ-DXB*-HKG-dxb (D-AALM),MIE: lej-BAH-LEJ-BAH-lej (D-AEAM),MIE: amm-LEJ-MXP-LEJ-MAD-LIS-LEJ-vit (D-AEAS),MAR: lej-TLV-LEJ-TLV-lej (D-ALET)
DHL,SH,ASIA-EUR,LUN: icn-HKG-CVG-lej (D-AALL),MIE: lej-BAH-LEJ-BRU-LOS-ACC-BRU-LEJ-bah (D-AEAH),MIE: lej-TLV-LEJ-TLV-lej (D-ALET),MIE: lej-TLV-LEJ-BRU-MRS-MLA-FRA-LEJ-bru (D-ALET),MIE: nrt-HKG-LEJ-PVG-icn (D-AALL)
DHL,SH,ASIA-EUR,LUN: lax-SYD*-HKG-LAX-cvg (N773CK),MIE: lej-TLV-LEJ-VIT-LIS-VIT-LEJ-TLV-lej (D-ALEU),JUE: nrt-HKG-LEJ-ICN-hkg (D-AALM),MIE: lej-BAH-LEJ-BRU-LOS-ACC-BRU-LEJ-bah (D-AZMO),MIE: lej-BAH-LEJ-STR-LEJ-BRU-LOS-ACC-bru (D-AEAE)
DHL,SH,ASIA-EUR,LUN: bru-LEJ-CVG-LEJ-cvg (D-ALEJ),JUE: lej-ICN*-SZX-LEJ-DXB*-HKG-dxb (D-AALM),JUE: lej-BAH-LEJ-BRU-EMA-BFS-EMA-BRU-vit (D-AEAM),JUE: pvg-ICN-LEJ-FRA-YYZ-IAH-FRA-ORD-fra (D-AALL),MIE: lej-TLV-LEJ-TLV-lej (D-ALET)
DHL,SH,ASIA-EUR,LUN: cvg-LEJ-CVG-LEJ*-CVG-lej (D-ALMA),JUE: lej-BAH-LEJ-BRU-LOS-ACC-BRU-LEJ-bru (D-AEAE),JUE: lej-TLV-LEJ-STR-LEJ-LEJ-MRS-MLA-mrs (D-ALET),JUE: bah-HKG-CGN*-LEJ-ICN-hkg (D-AALO),JUE: pvg-ICN-LEJ*-FRA-YYZ-IAH-FRA*-YYZ-DFW-FRA-lej (D-AALL)
DHL,SH,ASIA-EUR,LUN: cvg-BRU-CVG-BRU-cvg (D-ALMD),JUE: lej-TLV-LEJ-BRU-MAD-LEJ-MAD-LEJ-mad (D-ALET),VIE: icn-HKG-LEJ-NRT-hkg (D-AALM),JUE: lej-BAH-LEJ-MAD-LEJ-BTS-MXP-LEJ-bru (D-AEAH),JUE: icn-HKG-CGN-LEJ-NRT-HKG-LEJ-BAH-hkg (D-AALO)
DHL,SH,ASIA-EUR,LUN: bru-LEJ-JFK*-LEJ-JFK-EMA-LEJ-jfk (G-DHLE),VIE: hkg-DEL-LEJ-PVG-icn (D-AALO),VIE: pvg-ICN-FRA-YYZ-IAH-SVG-FRA*-ORD-FRA-ema (D-AALO),JUE: lej-TLV-LEJ-MAD-LEJ-MAD-VIT-LIS-vit (D-ALEV),JUE: lej-BAH-LEJ-ATH-LCA-ATH-LEJ-BAH-lej (D-AEAM)
DHL,SH,ASIA-EUR,LUN: lej-JFK*-LEJ-JFK-EMA-lej (G-DHLE),VIE: nbo-BAH-LEJ-JFK-LEJ-EMA-BAH*-EMA-BAH-lhr (G-DHLE),VIE: lej-BAH-LEJ-VIT-SVQ-TNG-SVQ*-VIT-LEJ-bud (D-AEAB),VIE: bkk-HKG-LEJ-PVG-icn (D-AALM),JUE: lej-TLV-LEJ-MAD-LEJ-MAD-BRU-LEJ-tlv (D-ALET)
DHL,SH,ASIA-EUR,LUN: skb-SXM-SJU-DCF*-DOM-ANU-sju (N965HL),SAB: maa-HKG-FRA-LEJ-EMA-LEJ-ICN-HKG-cvg (D-AALL),VIE: nbo-BAH-LEJ-JFK-LEJ-EMA-JFK-BRU-lej (G-DHLF),VIE: lej-BAH-LEJ-drs (D-AZMO),VIE: lej-BAH-LEJ-BRU-LEJ-ATH-LCA-ATH-lej (D-AEAH)
DHL,SH,ASIA-EUR,MAR: lej-BRU-MIA-BRU-mia (G-DHLG),SAB: pvg-ICN-LEJ-HKG-cvg (D-AALO),SAB: lej-TLV-LEJ-AMS-LEJ-AMS-LEJ-AMS-lej (EI-HEB),SAB: pvg-ICN-LEJ-HKG-cvg (D-AALM),SAB: maa-HKG-FRA-LEJ-ICN-HKG*-LEJ-NRT-HKG-lej (D-AALM)
DHL,SH,ASIA-EUR,MAR: sju-SXM-SKB*-NEV-SXM-sju (N961HL),SAB: lej-TLV-LEJ-AMS-LEJ-AMS-LEJ-ams (EI-HEB),LUN: lej-HKG-LAX-LEJ*-HKG-LAX-LEJ-HKG-LAX-lej (N705GT),SAB: icn-HKG-LEJ-EMA-LEJ-NRT-HKG-DEL-lej (D-AALO),SAB: nrt-HKG-LEJ-BAH-hkg (D-AALO)
DHL,SH,ASIA-EUR,LUN: lim-PTY-BOG-PTY-bog (HP-1810DAE),DOM: hkg-DXB-LEJ*-DXB-HKG*-LEJ-DXB-HKG-LEJ-DXB*-HKG-dxb (D-AALM),LUN: icn-HKG-CVG-BAH-hkg (N706GT),SAB: lej-TLV-LEJ-AMS-LEJ-AMS-LEJ-AMS-lej (EI-HEB),SAB: lej-TLV-LEJ-AMS-LEJ-AMS-LEJ-AMS-lej (EI-HEB)
DHL,SH,ASIA-EUR,LUN: cvg-MIA-BOG-MIA-cvg (N371CM),DOM: hkg-BAH-LEJ-EMA-LEJ-hkg (N706GT),LUN: mel-HKG-ANC-CVG-LAX*-SYD-SIN*-LAX-SYD*-SIN-HKG-anc (N773CK),LUN: bah-LEJ*-HKG-LAX*-HKG-LAX-LEJ-HKG-LAX-LEJ*-HKG-lax (N705GT),DOM: hkg-BAH-LEJ*-HKG-LAX*-HKG-LAX-LEJ-HKG-LAX-lej (N705GT)
DHL,SH,ASIA-EUR,MAR: bog-PTY-BOG*-CCS-bog (HP-1810DAE),LUN: lej-HKG-ANC-CVG-ICN-HKG-ANC-CVG-icn (N705GT),MAR: lax-SYD*-HKG-ANC-CVG-LAX-SYD-SIN-HKG-anc (N774CK),LUN: hkg-LAX*-HKG-LAX-LEJ-HKG-LAX-LEJ*-HKG-LAX-lej (N705GT),LUN: icn-HKG-ANC-JFK-ORD-ICN-HKG-ANC-jfk (N706GT)
DHL,SH,ASIA-EUR,MAR: bgi-BGI*-PTY-LIM-uio (HP-2010DAE),MAR: lej-HKG-LAX-LEJ*-HKG-LAX-LEJ*-HKG-BAH-LEJ-ema (N706GT),MIE: icn-HKG-CVG-LEJ-PVG-ICN-FRA-YYZ-iah (D-AALO),LUN: bah-HKG-ANC-JFK-ORD-ICN-HKG-ANC-jfk (N706GT),MAR: cvg-LEJ*-HKG-LAX-LEJ-HKG-LAX-LEJ-HKG-bah (N705GT)
DHL,SH,ASIA-EUR,,MAR: lax-SYD*-HKG-LAX-CVG-LAX-SYD-SIN-HKG-anc (N773CK),MIE: lax-LEJ*-HKG-LAX-LEJ-HKG-LAX-LEJ-HKG-anc (N705GT),LUN: lax-SYD*-HKG-ANC-CVG-LEJ*-LAX-SYD-SIN-HKG-anc (N773CK),MIE: icn-HKG-ANC-JFK-ORD-ICN-HKG-ANC-cvg (N706GT)
DHL,SH,ASIA-EUR,,MIE: icn-HKG-ANC-CVG-ICN-HKG-ANC-CVG-bah (N705GT),MIE: bah-HKG-CVG-BAH-hkg (N706GT),MIE: lej-HKG-LAX-LEJ*-HKG-LAX-LEJ-HKG-LAX-lej (N705GT),MIE: syd-HKG-ANC-CVG-LAX-SYD*-SIN-HKG-ANC-jfk (N773CK)
DHL,SH,ASIA-EUR,,MIE: sin-HKG-LAX-CVG-LAX-SYD-SIN*-HKG-ANC-ord (N774CK),JUE: sin-HKG-ANC-ORD*-CVG-LAX*-SYD-SIN*-LAX-SYD*-SIN-HKG-anc (N773CK),MIE: icn-HKG-ANC-JFK-ORD-ICN-HKG*-ANC-CVG-icn (N706GT),MIE: sin-HKG-ANC-CVG-NGO*-LAX-SYD-SIN*-HKG-ANC-cvg (N774CK)
DHL,SH,ASIA-EUR,,JUE: lax-LEJ*-HKG-LAX-LEJ*-HKG-BAH-LEJ-EMA-LEJ-hkg (N706GT),VIE: lej-HKG-LAX-LEJ-HKG-ANC-CVG-ICN-hkg (N705GT),MIE: syd-HKG-ANC-CVG-LAX-SYD-SIN-HKG-anc (N774CK),JUE: lej-HKG-LAX-LEJ-HKG-BAH-LEJ*-HKG-LAX*-HKG-lax (N705GT)
DHL,SH,ASIA-EUR,,VIE: icn-HKG-ANC-CVG-BAH-HKG-ANC-CVG-hkg (N705GT),VIE: bah-HKG-ANC-CVG-BAH-HKG-ANC-CVG-lej (N706GT),JUE: sin-HKG-ANC-CVG-LAX*-SYD-MEL*-LAX-SYD*-MEL-HKG-anc (N773CK),SAB: icn-HKG-ANC-CVG-BAH-HKG-ANC-JFK-ord (N706GT)
DHL,SH,ASIA-EUR,,VIE: sin-HKG-ANC-JFK-LAX-SYD*-HKG-LAX-cvg (N773CK),VIE: sin-HKG-ANC-CVG-LAX*-SYD-MEL*-LAX-SYD*-MEL-HKG-lax (N774CK),VIE: lax-LEJ*-HKG-LAX-LEJ-HKG-LAX-LEJ*-HKG-LAX-lej (N705GT),SAB: sin-HKG-ANC-JFK-CVG*-LAX-SYD*-HKG-ANC-CVG-lej (N773CK)
DHL,SH,ASIA-EUR,,SAB: syd-SIN*-HKG-ANC-ORD-CVG-LAX-syd (N774CK),SAB: sin-HKG-ANC-ORD-CVG-LAX-SYD*-HKG-LAX-cvg (N773CK),VIE: sin-HKG-ANC-JFK-CVG-LAX-SYD*-HKG-ANC-cvg (N774CK),SAB: syd-SIN*-HKG-ANC-CVG*-ORD-CVG-LAX-SYD-HKG-anc (N774CK)
DHL,SH,ASIA-EUR,,DOM: lej-HKG-CVG-LEJ-ICN-hkg (D-AALO),DOM: nrt-HKG-CVG-LEJ-DXB-HKG-DXB-LEJ-ema (D-AALM),DOM: lej-HKG-CVG-LEJ-PVG-ICN*-PVG-ICN-LEJ-nrt (D-AALM),LUN: cvg-BRU-CVG-BRU-cvg (D-ALEJ)
DHL,SH,ASIA-EUR,,DOM: bah-HKG-ANC-CVG-HKG-cvg (N705GT),DOM: bah-HKG-ANC-CVG-LEJ-HKG-LAX-LEJ*-HKG-lax (N706GT),LUN: cvg-BRU*-LHR-CVG-BRU-cvg (D-ALEJ),LUN: cvg-LEJ-CVG-LEJ-cvg (D-ALMA)
DHL,SH,ASIA-EUR,,LUN: cvg-LEJ-CVG-LEJ*-CVG-lej (D-ALMD),DOM: mel-HKG-LAX-CVG-LAX*-SYD-SIN*-LAX-SYD*-SIN-HKG-lax (N774CK),LUN: lej-BRU-CVG-BRU-cvg (D-ALMA),LUN: cvg-BRU-CVG-BRU-cvg (D-ALMD)
DHL,SH,ASIA-EUR,,LUN: bru-LEJ-JFK-EMA-lej (G-DHLF),LUN: cvg-LEJ-CVG-LEJ-cvg (D-ALEJ),LUN: cvg-LEJ-CVG-LEJ-cvg (D-ALMD),LUN: cvg-LEJ-JFK-EMA-lej (G-DHLG)
DHL,SH,ASIA-EUR,,LUN: skb-SXM-SJU-GND*-SVD-SJU-SBH-AXA-SJU-sxm (N963HL),LUN: cvg-BRU-CVG-BRU-cvg (D-ALMA),LUN: bru-LEJ-JFK-EMA-lej (G-DHLG),LUN: sbh-SXM-AXA*-SJU-EIS*-VIJ-SBH-AXA*-SJU-SXM-SKB-sxm (N963HL)
DHL,SH,ASIA-EUR,,MAR: cvg-BRU-CVG-BRU-cvg (D-ALEJ),LUN: bru-LEJ-CVG-LEJ-cvg (D-ALMD),MAR: cvg-BRU-CVG-BRU-cvg (D-ALEJ),MAR: cvg-BRU-CVG-BRU-cvg (D-ALEJ)
DHL,SH,ASIA-EUR,,MAR: bru-LEJ-CVG-LEJ-cvg (D-ALMA),LUN: bru-LEJ-JFK-EMA-lej (G-DHLE),MAR: cvg-BRU-CVG-BRU-cvg (D-ALMA),MAR: cvg-LEJ-CVG-LEJ-cvg (D-ALMA)
DHL,SH,ASIA-EUR,,MAR: ema-LEJ-JFK-EMA-lej (G-DHLF),LUN: skb-SXM-SJU-SBH-AXA*-EIS-SJU-SBH-AXA*-EIS-sju (N963HL),MAR: cvg-LEJ-CVG-LEJ-bru (D-ALMD),MAR: cvg-BRU-CVG-BRU-cvg (D-ALMD)
DHL,SH,ASIA-EUR,,MAR: bah-LHR*-BRU-MIA-BRU-mia (G-DHLG),MAR: cvg-LEJ-CVG-LEJ-cvg (D-ALEJ),MAR: cvg-BRU-MIA-BRU-mia (G-DHLE),MAR: lej-BRU-MIA-BRU-mia (G-DHLE)
DHL,SH,ASIA-EUR,,MAR: sju-SXM-SKB*-NEV-SXM-sju (N965HL),MAR: cvg-BRU-CVG-BRU-cvg (D-ALMA),MAR: ema-LEJ-JFK-EMA-lej (G-DHLG),MAR: ema-LEJ-JFK-EMA-lej (G-DHLG)
DHL,SH,ASIA-EUR,,MAR: nev-SXM-SJU-PTP-SJU-EIS-SJU-UVF*-SLU-sju (N965HL),MAR: cvg-LEJ-CVG-LEJ-cvg (D-ALMD),MAR: nev-SXM-SJU-SXM-nev (N966HL),MIE: cvg-BRU-CVG-BRU-cvg (D-ALEJ)
DHL,SH,ASIA-EUR,,MIE: sgn-FRA-SEA-LAX-FRA*-MEX-GDL-FRA*-MAA-HKG-fra (D-AALL),MAR: ema-LEJ-JFK-EMA-lej (G-DHLE),MIE: cvg-BRU-CVG-BRU-cvg (D-ALEJ),MIE: cvg-LEJ-CVG-LEJ-cvg (D-ALMA)
DHL,SH,ASIA-EUR,,MIE: cvg-BRU-CVG-BRU-cvg (D-ALEJ),MAR: lej-BRU-MIA-BRU-mia (G-DHLG),MIE: cvg-BRU-CVG-BRU-cvg (D-ALMA),MIE: cvg-BRU-CVG-BRU-cvg (D-ALMD)
DHL,SH,ASIA-EUR,,MIE: cvg-LEJ-CVG-LEJ-cvg (D-ALMA),MAR: nev-SXM-SJU-PTP-SJU-DCF*-DOM-ANU-SJU-ptp (N965HL),MIE: mia-BRU-MIA-BRU-mia (G-DHLE),MIE: mia-BRU-MIA-BRU-mia (G-DHLE)
DHL,SH,ASIA-EUR,,MIE: cvg-LEJ-CVG-LEJ-cvg (D-ALMD),MIE: iah-FRA-MEX-GDL*-DFW-FRA-ORD-FRA-LAX-fra (D-AALL),MIE: ema-LEJ-JFK-EMA-lej (G-DHLG),MIE: ema-LEJ-JFK-EMA-lej (G-DHLG)
DHL,SH,ASIA-EUR,,MIE: ema-LEJ-JFK-EMA-lej (G-DHLF),MIE: cvg-LEJ-CVG-LEJ-cvg (D-ALEJ),MIE: sju-SXM-NEV*-SJU-SXM-sju (N966HL),MIE: sju-SXM-SKB-SXM-sju (N963HL)
DHL,SH,ASIA-EUR,,MIE: mia-BRU-MIA-BRU-mia (G-DHLG),MIE: cvg-BRU-CVG-BRU-cvg (D-ALMA),MIE: sju-SXM-SJU-SXM-skb (N966HL),MIE: skb-SXM-SJU-ANU-DCF*-DOM-SJU-STT-STX-sju (N963HL)
DHL,SH,ASIA-EUR,,MIE: sju-SXM-SKB*-NEV-SXM-sju (N962HL),MIE: mia-BRU-MIA-BRU-mia (G-DHLG),JUE: cvg-BRU-CVG-BRU-cvg (D-ALEJ),JUE: lax-FRA-MEX-GDL-FRA-MAA-HKG-FRA-lej (D-AALM)
DHL,SH,ASIA-EUR,,MIE: nev-SXM-SJU-GND*-SVD-SJU-STT-STX-SJU-sbh (N962HL),MIE: sju-SXM-SKB-NEV-SXM-SJU-SXM-SKB*-SJU-sxm (N961HL),JUE: cvg-BRU-CVG-BRU-cvg (D-ALMA),JUE: cvg-BRU-CVG-BRU-cvg (D-ALEJ)
DHL,SH,ASIA-EUR,,JUE: cvg-BRU-CVG-BRU-cvg (D-ALEJ),MIE: nev-SXM-SJU-SXM-skb (N961HL),JUE: mia-BRU-MIA-BRU-mia (G-DHLE),JUE: cvg-LEJ-CVG-LEJ-cvg (D-ALMA)
DHL,SH,ASIA-EUR,,JUE: cvg-LEJ-CVG-LEJ-cvg (D-ALMA),JUE: cvg-LEJ-CVG-LEJ-cvg (D-ALEJ),JUE: ema-LEJ-JFK-EMA-lej (G-DHLG),JUE: cvg-BRU-CVG-BRU-cvg (D-ALMD)
DHL,SH,ASIA-EUR,,JUE: cvg-LEJ-CVG-LEJ-cvg (D-ALMD),JUE: cvg-BRU-CVG-BRU-cvg (D-ALMA),JUE: sju-SXM-SKB-NEV*-SJU-SXM-SJU-EIS-AXA*-SJU-stx (N966HL),JUE: mia-BRU-MIA-BRU-mia (G-DHLE)
