Competidor,Haul,OrgDesCont,22,21,20,19,18
CathayPacific,SH,ASIA-EUR,LUN: cgo-HKG-ANC-ord (B-LIF),MAR: lhr-HKG-LHR-HKG-mel (B-LXC),MAR: hkg-AMS-HKG-jfk (B-KQG),JUE: anc-HKG*-DWC-AMS-FRA-BOM-HKG-ANC-LAX-anc (B-LJL),MIE: yvr-HKG-CDG-HKG-mel (B-LRC)
CathayPacific,SH,ASIA-EUR,LUN: mel-HKG-ANC-ord (B-LJB),MAR: lhr-HKG-LHR-HKG-per (B-LXE),MAR: lhr-HKG-FRA-HKG-lax (B-KQM),JUE: yvr-HKG-CDG-HKG-kix (B-LRP),MIE: syd-HKG-FRA-HKG-ams (B-LXB)
CathayPacific,SH,ASIA-EUR,LUN: gdl-ANC*-HKG-ANC-HKG*-ANC-lax (B-LJE),MIE: ams-HKG-FRA-HKG-lax (B-KPJ),MAR: tpe-HKG-LHR-HKG-lax (B-LXC),JUE: ams-HKG-LHR-HKG-chc (B-LXB),MIE: lhr-HKG-LHR-HKG-lhr (B-LXG)
CathayPacific,SH,ASIA-EUR,LUN: tpe-HKG-YVR-hkg (B-LRM),MIE: ams-HKG-CDG-hkg (B-KPL),MAR: lhr-HKG-LHR-HKG-bkk (B-LXH),JUE: lhr-HKG-LHR-HKG-tpe (B-LXG),JUE: hkg-FRA-HKG-syd (B-KPX)
CathayPacific,SH,ASIA-EUR,LUN: lhr-HKG-LAX-hkg (B-LXJ),MIE: jfk-HKG-AMS-HKG-ord (B-KQG),MIE: ams-HKG-AMS-HKG-ord (B-KPA),VIE: hkg-DEL-LHR-MXP-HKG-CKG-HKG-SYD-mel (B-LJF),JUE: anc-HKG*-DWC-AMS-FRA-BOM-HKG-ANC-ORD-anc (B-LJC)
CathayPacific,SH,ASIA-EUR,MAR: lax-ANC*-HKG-ANC-hkg (B-LJD),MIE: lax-HKG-LHR-HKG-lhr (B-KQM),MIE: bne-HKG-FRA-HKG-ams (B-KPO),VIE: yvr-HKG-CDG-HKG-sgn (B-LRC),JUE: sgn-HKG-AMS-HKG-sgn (B-LRJ)
CathayPacific,SH,ASIA-EUR,MAR: atl-ANC*-HKG-ANC-HKG*-ANC-jfk (B-LJG),MIE: hkg-DEL-FRA-AMS-DEL-HKG-ANC-ORD-anc (B-LIC),MIE: fra-HKG-LHR-HKG-fra (B-KPV),VIE: lax-HKG-LHR-HKG-tpe (B-LXC),JUE: sgn-HKG-LHR-HKG-tlv (B-LRV)
CathayPacific,SH,ASIA-EUR,,MIE: lhr-HKG-LHR-HKG-lax (B-LXB),MIE: jfk-HKG-CDG-HKG-lhr (B-KQK),VIE: lax-HKG-LHR-HKG-lax (B-LXE),JUE: akl-HKG-LHR-HKG-sfo (B-LXI)
CathayPacific,SH,ASIA-EUR,,MIE: syd-HKG-LHR-HKG-lax (B-LXF),MIE: hkg-DEL-FRA-AMS-DEL-HKG-BOM-BLR-hkg (B-LIC),VIE: lhr-HKG-LHR-HKG-lhr (B-LXH),VIE: jfk-HKG-LHR-HKG-tpe (B-KPA)
CathayPacific,SH,ASIA-EUR,,JUE: ord-HKG-AMS-HKG-lhr (B-KPA),MIE: syd-HKG-LHR-HKG-lhr (B-LXA),VIE: mel-HKG-LHR-HKG-syd (B-LXK),VIE: jnb-HKG-LHR-HKG-sfo (B-KPJ)
CathayPacific,SH,ASIA-EUR,,JUE: fra-HKG-CDG-HKG-jfk (B-KPQ),MIE: chc-HKG-LHR-HKG-lhr (B-LXB),SAB: fra-HKG-AMS-HKG-ams (B-KPA),VIE: lax-HKG-LHR-HKG-sgn (B-KPN)
CathayPacific,SH,ASIA-EUR,,JUE: jfk-HKG-FRA-HKG-yyz (B-KPV),JUE: jfk-HKG-CDG-HKG-ams (B-KPL),SAB: ord-HKG-FRA-HKG-syd (B-KPT),VIE: cdg-HKG-LHR-HKG-syd (B-LRM)
CathayPacific,SH,ASIA-EUR,,JUE: lhr-HKG-LHR-HKG-lhr (B-KQK),JUE: jfk-HKG-LHR-HKG-jnb (B-KPN),SAB: hkg-CDG-HKG-mel (B-KQE),VIE: sfo-HKG-AMS-HKG-lax (B-LXE)
CathayPacific,SH,ASIA-EUR,,JUE: anc-HKG*-DWC-AMS-FRA-BOM-HKG-ANC-ORD-anc (B-LJL),JUE: lhr-HKG-FRA-HKG-jfk (B-KPV),SAB: hkg-DWC-FRA-MXP-HKG-BLR-HKG-DEL-fra (B-LIC),VIE: lhr-HKG-LHR-HKG-lhr (B-LXG)
CathayPacific,SH,ASIA-EUR,,JUE: per-HKG-LHR-HKG-mel (B-LXD),JUE: lax-HKG-AMS-HKG-jfk (B-KQH),SAB: hkg-BOM-FRA-AMS-HKG-ANC-LAX-ANC*-PDX-anc (B-LJD),SAB: lhr-HKG-LHR-HKG-syd (B-KPF)
CathayPacific,SH,ASIA-EUR,,JUE: syd-HKG-LHR-HKG-lhr (B-LXG),JUE: hkg-DWC-AMS-FRA-BOM-HKG-ANC-JFK-anc (B-LJF),SAB: lhr-HKG-LHR-HKG-syd (B-LXA),SAB: hkg-DWC-FRA-MXP-HKG-CKG-HKG-SIN-hkg (B-LIC)
CathayPacific,SH,ASIA-EUR,,VIE: bne-HKG-AMS-HKG-lax (B-KPI),JUE: lax-HKG-LHR-HKG-syd (B-LXE),DOM: pvg-HKG-FRA-HKG-jfk (B-KPF),SAB: hkg-BOM-FRA-AMS-HKG-ANC-LAX-ANC*-PDX-anc (B-LJK)
CathayPacific,SH,ASIA-EUR,,VIE: yvr-HKG-FRA-HKG-ord (B-KPM),JUE: yyz-HKG-LHR-HKG-mel (B-LXL),DOM: sgn-HKG-CDG-HKG-jfk (B-KQK),SAB: fra-HKG-AMS-HKG-lhr (B-LXB)
CathayPacific,SH,ASIA-EUR,,VIE: ord-HKG-CDG-HKG-fra (B-KPN),VIE: jfk-HKG-CDG-HKG-jfk (B-KPI),DOM: bne-HKG-LHR-HKG-fra (B-KQM),SAB: akl-HKG-LHR-HKG-lhr (B-LXH)
CathayPacific,SH,ASIA-EUR,,VIE: hkg-DEL-LHR-MXP-HKG-CKG-HKG-ANC-mia (B-LJF),VIE: hkg-FRA-HKG-yvr (B-KPM),DOM: hkg-DEL-FRA-MXP-BOM-HKG-ANC-LAX-anc (B-LIB),DOM: hkg-DEL-LHR-CDG-BOM-HKG-MAA-CMB-hkg (B-LIA)
CathayPacific,SH,ASIA-EUR,,VIE: syd-HKG-LHR-HKG-syd (B-LXH),VIE: fra-HKG-AMS-HKG-cdg (B-KPO),DOM: hkg-DEL-LHR-CDG-BOM-HKG-DEL-HKG-sin (B-LIF),DOM: hkg-DEL-FRA-MXP-BOM-HKG-DEL-HYD-hkg (B-LIB)
CathayPacific,SH,ASIA-EUR,,VIE: lax-HKG-LHR-HKG-lax (B-LXJ),VIE: ord-HKG-LHR-HKG-lhr (B-KPU),DOM: cgk-HKG-LHR-HKG-lax (B-LXD),DOM: lax-HKG-LHR-HKG-lax (B-LXJ)
CathayPacific,SH,ASIA-EUR,,SAB: ams-HKG-CDG-hkg (B-KPO),VIE: lhr-HKG-LHR-HKG-lax (B-LXA),LUN: anc-HKG-ANC-ORD-HKG-CTU-HKG-ANC-jfk (B-LJI),LUN: hkg-LAX-HKG-jfk (B-KPV)
CathayPacific,SH,ASIA-EUR,,SAB: jfk-HKG-FRA-HKG-ams (B-KPU),VIE: hkg-AKL*-HKG-LHR-HKG-syd (B-LXG),LUN: anc-HKG-ANC*-ORD-ANC-HKG-CGO-HKG-ANC-ord (B-LJN),LUN: cdg-HKG-JFK-HKG-lax (B-KQM)
CathayPacific,SH,ASIA-EUR,,SAB: lhr-HKG-LHR-HKG-fra (B-KQK),SAB: pvg-HKG-FRA-HKG-ord (B-KPE),MAR: jfk-HKG-LAX-HKG-bne (B-KPI),LUN: syd-HKG-ORD-HKG-lax (B-KQQ)
CathayPacific,SH,ASIA-EUR,,SAB: lhr-HKG-LHR-HKG-cdg (B-KQM),SAB: cdg-HKG-AMS-HKG-ams (B-KPL),MAR: syd-HKG-ORD-HKG-syd (B-KQZ),LUN: mel-HKG-ANC-ORD-ANC*-HKG-NRT*-ANC-HKG*-NRT-TPE-hkg (B-LJA)
CathayPacific,SH,ASIA-EUR,,SAB: ord-HKG-AMS-HKG-pvg (B-KQU),SAB: lhr-HKG-LHR-HKG-jfk (B-KPU),MAR: pvg-HKG-ANC-LAX-MEX-GDL-ANC-HKG-anc (B-LJE),LUN: anc-HKG-ANC-ORD-ANC-HKG-ANC-LAX-anc (B-LJF)
CathayPacific,SH,ASIA-EUR,,SAB: hkg-DWC-FRA-MXP-HKG-ANC-LAX-anc (B-LIA),SAB: ord-HKG-CDG-HKG-ams (B-KQI),MAR: anc-HKG-ANC-ORD-HKG-ANC-LAX-ANC*-HKG-anc (B-LJH),LUN: anc-HKG-ANC-LAX-ANC-HKG-ANC-JFK-anc (B-LJH)
CathayPacific,SH,ASIA-EUR,,SAB: hkg-BOM-FRA-AMS-HKG-ANC-LCK-ATL-anc (B-LJG),SAB: cdg-HKG-LHR-HKG-lhr (B-KQK),MAR: atl-ANC*-HKG-ANC-HKG*-ANC-mia (B-LJL),LUN: iah-ANC*-HKG-ANC-HKG*-ANC-lax (B-LJJ)
CathayPacific,SH,ASIA-EUR,,SAB: mel-HKG-LHR-HKG-lhr (B-LXC),SAB: hkg-DWC-FRA-MXP-HKG-MEL-HKG-NRT-tpe (B-LIE),MAR: mel-HKG-YVR-HKG-cdg (B-LRC),LUN: sgn-HKG-YVR-HKG-cdg (B-LRC)
CathayPacific,SH,ASIA-EUR,,SAB: lax-HKG-LHR-HKG-lhr (B-LXI),SAB: anc-HKG*-BOM-FRA-AMS-HKG-ANC-ORD-ANC*-HKG-ckg (B-LJL),MAR: lhr-HKG-SFO-HKG-cgk (B-LXI),LUN: lhr-HKG-SFO-HKG-akl (B-LXH)
CathayPacific,SH,ASIA-EUR,,DOM: ams-HKG-LHR-hkg (B-KPA),SAB: lhr-HKG-LHR-HKG-lhr (B-LXB),MIE: lax-HKG-YVR-HKG-lax (B-KQC),LUN: lhr-HKG-LAX-HKG-lhr (B-LXJ)
CathayPacific,SH,ASIA-EUR,,DOM: cdg-HKG-FRA-hkg (B-KPN),SAB: syd-HKG-LHR-HKG-syd (B-LXF),MIE: han-HKG-ANC-ORD-HKG-CGO-HKG-XMN-hkg (B-LIE),LUN: tpe-HKG-LAX-HKG-cgk (B-LXK)
CathayPacific,SH,ASIA-EUR,,DOM: ord-HKG-CDG-HKG-ams (B-KQG),DOM: jfk-HKG-AMS-HKG-fra (B-KPJ),MIE: hkg-CKG*-HKG-ANC-LCK-ORD-ANC-HKG-ANC-lck (B-LJB),MAR: lax-HKG-JFK-HKG-lhr (B-KPA)
CathayPacific,SH,ASIA-EUR,,DOM: cdg-HKG-AMS-hkg (B-KQI),DOM: ams-HKG-CDG-HKG-ams (B-KPO),MIE: anc-HKG-ANC-MIA-IAH-ANC-HKG-ANC-lax (B-LJC),MAR: ord-HKG-LAX-HKG-lax (B-KQJ)
CathayPacific,SH,ASIA-EUR,,DOM: hkg-DEL-LHR-CDG-BOM-hkg (B-LIE),DOM: ord-HKG-FRA-hkg (B-KQV),MIE: wtb-HKG-ANC-JFK-ANC-HKG-ANC-JFK-anc (B-LJG),MAR: icn-HKG-ANC-ORD-ANC*-HKG-CKG*-ANC-HKG*-CKG-HKG-sin (B-LIF)
CathayPacific,SH,ASIA-EUR,,DOM: anc-HKG*-DEL-FRA-MXP-BOM-hkg (B-LJK),DOM: hkg-DEL-LHR-CDG-DEL-HKG-PVG-HKG-kix (B-LJI),MIE: anc-HKG-ANC-LAX-MEX-GDL-ANC-HKG-anc (B-LJK),MAR: pvg-HKG-ANC-MIA-ATL-ANC*-HKG-ANC-HKG*-ANC-dfw (B-LJB)
CathayPacific,SH,ASIA-EUR,,DOM: lhr-HKG-LHR-HKG-syd (B-LXG),DOM: lax-HKG-LHR-HKG-lhr (B-LXC),MIE: pvg-HKG-ANC-ATL-DFW-ANC*-HKG-ANC-HKG*-ANC-dfw (B-LJM),MAR: anc-HKG-ANC-DFW-LAX-ANC*-HKG-DWC*-ANC-HKG*-DWC-ams (B-LJC)
CathayPacific,SH,ASIA-EUR,,DOM: syd-HKG-LHR-HKG-lhr (B-LXL),DOM: syd-HKG-LHR-HKG-lhr (B-LXE),MIE: ams-HKG-LAX-HKG-lhr (B-LXE),MAR: anc-HKG-ANC-LAX-MEX-GDL-ANC*-HKG-ANC-hkg (B-LJG)
CathayPacific,SH,ASIA-EUR,,LUN: ams-HKG-ORD-HKG-ams (B-KPA),LUN: syd-HKG-LAX-HKG-cdg (B-KPX),MIE: cgk-HKG-LAX-HKG-lax (B-LXF),MAR: cgo-HKG-ANC-JFK-YYZ-ANC-HKG-ANC-jfk (B-LJI)
CathayPacific,SH,ASIA-EUR,,LUN: fra-HKG-JFK-HKG-fra (B-KPV),LUN: syd-HKG-LAX-HKG-lax (B-KQD),MIE: lhr-HKG-LAX-HKG-akl (B-LXJ),MAR: lax-HKG-LAX-HKG-syd (B-LXC)
CathayPacific,SH,ASIA-EUR,,LUN: syd-HKG-LAX-HKG*-LAX-hkg (B-KQO),LUN: lax-HKG-ORD-HKG-cdg (B-KQI),JUE: jfk-HKG-ORD-HKG-lax (B-KQH),MAR: ams-HKG-SFO-HKG-ams (B-LXE)
CathayPacific,SH,ASIA-EUR,,LUN: maa-HKG-ANC-GDL-ANC-HKG-ANC-ORD-anc (B-LIF),LUN: cdg-HKG-JFK-HKG-cdg (B-KQK),JUE: lax-HKG-JFK-HKG-sfo (B-KQU),MIE: lax-HKG-LAX-HKG-jfk (B-KPI)
CathayPacific,SH,ASIA-EUR,,LUN: anc-HKG-ANC-LAX-ANC-HKG-ANC-JFK-anc (B-LJC),LUN: syd-HKG-JFK-HKG-ord (B-KQV),JUE: anc-HKG-ANC-MIA-IAH-ANC*-HKG-ANC-HKG*-ANC-mia (B-LJE),MIE: lax-HKG-LAX*-HKG-LAX-HKG-BNE-HKG-SYD-hkg (B-KPL)
CathayPacific,SH,ASIA-EUR,,LUN: mel-HKG-ANC-ORD-MIA-ANC*-HKG-ANC-HKG*-ANC-lax (B-LJG),LUN: maa-HKG-ANC-JFK-ORD-ANC*-HKG-NRT*-ANC-HKG*-NRT-tpe (B-LIE),JUE: ord-HKG-ANC-LAX-ANC*-HKG-ANC-HKG*-ANC-ORD-anc (B-LJH),MIE: hkg-LAX*-HKG-LAX-HKG-bne (B-KPL)
CathayPacific,SH,ASIA-EUR,,LUN: sgn-HKG-YVR-hkg (B-LRL),LUN: anc-HKG-ANC-LAX-ANC-HKG-ANC-LCK-ord (B-LJK),JUE: ctu-HKG-ANC-JFK-YYZ-ANC-HKG-ANC-jfk (B-LJI),MIE: hkg-LAX-HKG-ord (B-KQX)
CathayPacific,SH,ASIA-EUR,,MAR: lhr-HKG-JFK-HKG-fra (B-KPU),LUN: syd-HKG-YVR-HKG-sgn (B-LRO),JUE: tpe-HKG-ANC-LAX-MEX-GDL-ANC*-HKG-PVG*-ANC-hkg (B-LJJ),MIE: ckg-HKG-ANC-ORD-ANC*-HKG-MEL*-ANC-HKG*-MEL-HKG-ckg (B-LIB)
CathayPacific,SH,ASIA-EUR,,MAR: del-HKG-ANC-ORD-ANC-HKG-PVG-HKG-maa (B-LIA),LUN: lhr-HKG-LAX-HKG-lhr (B-LXE),JUE: cgo-HKG-ANC-ORD-PDX-ANC-HKG-ANC-lax (B-LJN),MIE: pvg-HKG-ANC*-MEX-GDL-ANC*-HKG-ANC-HKG*-ANC-MEX-gdl (B-LJD)
CathayPacific,SH,ASIA-EUR,,MAR: pvg-HKG-ANC-LAX-MEX-GDL-ANC-HKG-anc (B-LJB),MAR: fra-HKG-JFK-HKG-jfk (B-KPF),VIE: sgn-HKG-JFK-HKG-lhr (B-KPN),MIE: anc-HKG-ANC-LAX-ANC*-HKG-ANC-HKG*-ANC-LCK-ord (B-LJF)
CathayPacific,SH,ASIA-EUR,,MAR: anc-HKG-ANC-DFW*-LAX-ANC*-HKG-CKG*-ANC-HKG*-CKG-HKG-del (B-LJF),MAR: ams-HKG-JFK-HKG-cdg (B-KPL),VIE: jfk-HKG-YYZ-HKG-bne (B-KPO),MIE: anc-HKG-ANC-JFK-ANC*-HKG-PVG*-ANC-HKG*-PVG-HKG-anc (B-LJH)
CathayPacific,SH,ASIA-EUR,,MAR: atl-ANC*-HKG-ANC-HKG*-ANC-jfk (B-LJH),MAR: ord-HKG-LAX-HKG-ams (B-KQH),VIE: jfk-HKG-LAX-HKG-fra (B-KPV),MIE: anc-HKG-ANC-LAX-PDX-ANC*-HKG-ANC*-HKG-ANC-hkg (B-LJJ)
CathayPacific,SH,ASIA-EUR,,MAR: ckg-CTU*-HKG-ANC-ORD-ANC*-HKG-DWC*-ANC-HKG*-DWC-AMS-fra (B-LJL),MAR: jfk-HKG-SFO-HKG-ord (B-KQU),VIE: mel-HKG-JFK-hkg (B-KQB),MIE: anc-HKG-ANC-MIA-IAH-ANC*-HKG-ANC-HKG*-ANC-dfw (B-LJL)
CathayPacific,SH,ASIA-EUR,,MAR: anc-HKG-ANC-MIA-ATL-ANC-HKG-ANC-ord (B-LJM),MAR: bom-HKG-ANC-LAX-ANC-HKG-CKG-HKG-anc (B-LIB),VIE: sgn-HKG-LAX-HKG-ord (B-KQI),JUE: hkg-LAX-HKG-lhr (B-KPN)
CathayPacific,SH,ASIA-EUR,,MAR: lhr-HKG-LAX-HKG-lax (B-LXA),MAR: anc-HKG-ANC-LAX-MEX-GDL-ANC-HKG-anc (B-LJB),VIE: syd-HKG-YVR-HKG-syd (B-KQO),JUE: fra-HKG-ORD-HKG-sgn (B-KPR)
CathayPacific,SH,ASIA-EUR,,MAR: lax-HKG-LAX-HKG-lhr (B-LXJ),MAR: pvg-HKG-ANC-ORD-ANC-HKG-DWC-AMS-fra (B-LJF),VIE: anc-HKG-ANC-LCK-ORD-ANC-HKG-ANC-jfk (B-LJB),JUE: jnb-HKG-LAX-HKG-yvr (B-KQC)
CathayPacific,SH,ASIA-EUR,,MIE: hkg-LAX*-HKG-LAX*-HKG-lax (B-KPD),MAR: tpe-HKG-ANC-MIA-ATL-ANC-HKG-ANC-mia (B-LJI),VIE: anc-HKG-ANC-LAX-MIA-ANC*-HKG-DEL*-ANC-HKG*-DEL-hkg (B-LJC),JUE: cdg-HKG-LAX-HKG-sgn (B-KQI)
CathayPacific,SH,ASIA-EUR,,MIE: ord-HKG-ORD-hkg (B-KPF),MAR: anc-HKG-ANC-JFK-YYZ-ANC-HKG-ANC-ord (B-LJL),VIE: anc-HKG-ANC-JFK-ANC-HKG-ANC-LCK-atl (B-LJG),JUE: hkg-JFK-HKG-syd (B-KQS)
CathayPacific,SH,ASIA-EUR,,MIE: jnb-HKG-ORD-HKG-cdg (B-KPN),MAR: anc-HKG-ANC-DFW-LAX-ANC*-HKG-ANC-HKG*-ANC-lax (B-LJM),VIE: anc-HKG-ANC-MEX-GDL-ANC-HKG-ANC-lax (B-LJK),JUE: hyd-HKG-ANC-LAX*-ORD-ANC-HKG-DEL-LHR-cdg (B-LIA)
CathayPacific,SH,ASIA-EUR,,MIE: ord-HKG-JFK-HKG-jfk (B-KPT),MAR: lhr-HKG-LAX-HKG-lax (B-LXD),VIE: dfw-ANC*-HKG-ANC-HKG*-ANC-dfw (B-LJM),JUE: atl-ANC*-HKG-ANC-HKG*-ANC-dfw (B-LJB)
CathayPacific,SH,ASIA-EUR,,MIE: ctu-HKG-ANC-LAX-ANC*-HKG-NRT*-ANC-HKG*-NRT-HKG-del (B-LID),MIE: bne-HKG-JFK-HKG-cdg (B-KPI),VIE: nrt-HKG-YVR-HKG-mel (B-LRL),JUE: gdl-ANC*-HKG-ANC-HKG*-ANC-lax (B-LJG)
CathayPacific,SH,ASIA-EUR,,MIE: anc-HKG-ANC-ORD-ANC-HKG-ANC-JFK*-HKG-maa (B-LIF),MIE: lhr-HKG-JFK-HKG-jfk (B-KPJ),VIE: sgn-HKG-SFO-HKG-mel (B-LRS),JUE: anc-HKG-ANC-JFK-YYZ-ANC-HKG-ANC-jfk (B-LJI)
CathayPacific,SH,ASIA-EUR,,MIE: anc-HKG-ANC-JFK-ANC-HKG*-ANC-LCK-ORD-anc (B-LJC),MIE: sgn-HKG-YYZ-HKG-jfk (B-KPR),SAB: lhr-HKG-SFO-HKG-lhr (B-KPJ),JUE: icn-HKG-ANC-MIA-IAH-ANC*-HKG-ANC-HKG*-ANC-mia (B-LJM)
CathayPacific,SH,ASIA-EUR,,MIE: tpe-HKG-ANC-MIA-IAH-ANC*-HKG-ANC-HKG*-ANC-mia (B-LJD),MIE: syd-HKG-LAX-HKG-ord (B-KPT),SAB: nrt-HKG-ANC-MEX-LAX-ANC-HKG-CGO-hkg (B-LID),JUE: ctu-HKG-ANC-LAX-ANC-HKG-ANC-LAX-pdx (B-LJN)
CathayPacific,SH,ASIA-EUR,,MIE: mia-ANC*-HKG-ANC-HKG*-ANC-lax (B-LJG),MIE: cdg-HKG-ORD-HKG-lhr (B-KPU),SAB: iah-ANC*-HKG-ANC-HKG*-ANC-mia (B-LJE),JUE: fra-HKG-YYZ-HKG-lhr (B-LXL)
CathayPacific,SH,ASIA-EUR,,MIE: wtb-HKG-ANC-LCK-ORD-ANC*-HKG-ANC-HKG*-ANC-dfw (B-LJJ),MIE: lax-HKG-LAX-HKG-syd (B-KQD),SAB: lax-ANC*-HKG-ANC-HKG*-ANC-ord (B-LJH),VIE: syd-HKG-JFK-HKG-yyz (B-KPO)
CathayPacific,SH,ASIA-EUR,,MIE: anc-HKG-ANC*-MEX-GDL-ANC*-HKG-ANC-HKG*-MEX-GDL-anc (B-LJK),MIE: jfk-HKG-ORD-HKG-fra (B-KQV),SAB: anc-HKG-ANC-JFK-ANC-HKG-NRT-TPE-hkg (B-LJI),VIE: lax-HKG-JFK-HKG-mel (B-KQB)
CathayPacific,SH,ASIA-EUR,,MIE: anc-HKG-ANC-ATL-DFW-ANC*-HKG-HAN*-ANC-HKG*-HAN-hkg (B-LJN),MIE: tpe-HKG-ANC-ATL-DFW-ANC-HKG-ANC-dfw (B-LJD),SAB: bom-HKG-ANC-LAX-ANC-HKG-ANC-JFK-yyz (B-LJL),VIE: jfk-HKG-LAX-HKG-bne (B-KQM)
CathayPacific,SH,ASIA-EUR,,MIE: mel-HKG-LAX-HKG-lhr (B-LXI),MIE: bom-HKG-ANC-LAX-PDX-ANC-HKG-ANC-lax (B-LJE),SAB: anc-HKG-ANC-LAX-MEX-GDL-ANC-HKG*-ANC-lck (B-LJN),VIE: ord-HKG-LAX*-HKG-AMS-HKG-SYD-HKG-xmn (B-KQQ)
CathayPacific,SH,ASIA-EUR,,JUE: hkg-LAX*-HKG-LAX*-HKG-lax (B-KPD),MIE: anc-HKG-ANC*-MEX-GDL-ANC*-HKG-ANC-HKG*-ANC-MIA-atl (B-LJG),SAB: lax-HKG-LAX-HKG-tpe (B-LXF),VIE: hkg-LAX-HKG-jfk (B-KQU)
CathayPacific,SH,ASIA-EUR,,JUE: hkg-JFK-hkg (B-KPH),MIE: pvg-HKG-ANC-JFK-ANC*-HKG-PVG*-ANC-HKG*-PVG-HKG-anc (B-LJH),DOM: sgn-HKG-JFK-HKG-sgn (B-KPR),VIE: lax-HKG-ORD-HKG-xmn (B-KQX)
CathayPacific,SH,ASIA-EUR,,JUE: ams-HKG-ORD-HKG-cdg (B-KQG),MIE: anc-HKG-ANC-LCK-ORD-ANC-HKG-ANC-lck (B-LJK),DOM: yvr-HKG-LAX-HKG-mel (B-KQC),VIE: maa-HKG-ANC-MEX-LAX-ANC*-HKG-SIN*-ANC-HKG*-SIN-pen (B-LID)
CathayPacific,SH,ASIA-EUR,,JUE: anc-HKG-ANC-MIA-IAH-ANC-HKG-NRT-tpe (B-LJB),MIE: anc-HKG-ANC-MIA-IAH-ANC*-HKG-ANC-HKG*-MEX-gdl (B-LJN),DOM: anc-HKG-ANC-JFK-YYZ-ANC-HKG-ANC-lax (B-LJB),VIE: gdl-ANC*-HKG-ANC-HKG*-ANC-mex (B-LJD)
CathayPacific,SH,ASIA-EUR,,JUE: bom-HKG-ANC-LAX-MEX-GDL-ANC*-HKG-ANC-hkg (B-LJE),MIE: cgk-HKG-LAX-HKG-mel (B-LXI),DOM: ams-HKG-ANC-LAX-ANC*-PDX-ANC-HKG-NRT-tpe (B-LJD),VIE: lax-ANC*-HKG-ANC-HKG*-ANC-lck (B-LJF)
CathayPacific,SH,ASIA-EUR,,JUE: anc-HKG-ANC-ORD-ANC-HKG*-ANC-HKG-KIX-icn (B-LJH),JUE: jfk-HKG-JFK-HKG-ord (B-KPF),DOM: anc-HKG-ANC-LCK-ATL-ANC-HKG-ANC*-MEX-gdl (B-LJG),VIE: pvg-HKG-ANC-JFK-ANC-HKG-ANC-LCK-atl (B-LJH)
CathayPacific,SH,ASIA-EUR,,JUE: cgo-HKG-ANC-JFK-YYZ-ANC-HKG-ANC-lax (B-LJI),JUE: lax-HKG-ORD-HKG-jfk (B-KPT),DOM: ord-ANC*-HKG-ANC-HKG*-ANC-ord (B-LJH),VIE: pdx-ANC*-HKG-ANC*-HKG-ANC-HKG*-ANC-MIA-ATL*-IAH-ANC-hkg (B-LJJ)
CathayPacific,SH,ASIA-EUR,,JUE: anc-HKG-ANC-ORD-ANC*-HKG-ANC-HKG*-ANC-JFK-anc (B-LJM),JUE: cdg-HKG-LAX-HKG-lax (B-KPX),DOM: pvg-HKG-ANC-DFW-ATL*-LAX-ANC*-HKG-PVG*-ANC-HKG*-PVG-hkg (B-LJJ),VIE: hkg-ANC*-HKG-ANC-HKG*-ANC-mia (B-LJJ)
CathayPacific,SH,ASIA-EUR,,JUE: lax-HKG-LAX-HKG-lax (B-LXA),JUE: syd-HKG-LAX-HKG-syd (B-KQA),DOM: anc-HKG-ANC-ORD-ANC-HKG-ANC-DFW-lax (B-LJM),VIE: iah-ANC*-HKG-ANC-HKG*-ANC-dfw (B-LJL)
CathayPacific,SH,ASIA-EUR,,VIE: fra-HKG-ORD-HKG-jfk (B-KPE),JUE: lax-HKG-YVR-HKG-jnb (B-KQJ),,VIE: anc-HKG-ANC-LAX-PDX-ANC-HKG-ANC*-ORD-anc (B-LJN)
CathayPacific,SH,ASIA-EUR,,VIE: jnb-HKG-JFK-HKG-ord (B-KQJ),JUE: icn-HKG-ANC-LAX-ANC*-HKG-NRT*-ANC-HKG*-NRT-TPE-hkg (B-LIF),,VIE: tpe-HKG-YVR-HKG-cdg (B-LRP)
CathayPacific,SH,ASIA-EUR,,VIE: lax-HKG-LAX-hkg (B-KQO),JUE: anc-HKG-ANC-ORD-ANC*-HKG-XMN*-ANC-HKG*-XMN-HKG-anc (B-LJB),,SAB: hkg-ORD-HKG-fra (B-KPT)
CathayPacific,SH,ASIA-EUR,,VIE: del-HKG-ANC-ORD-ANC-HKG-ANC-LAX-anc (B-LIC),JUE: anc-HKG-ANC-MIA-IAH*-ANC-HKG-DEL-LHR-cdg (B-LJI),,SAB: lax-HKG-JFK-HKG-lax (B-KPV)
CathayPacific,SH,ASIA-EUR,,VIE: anc-HKG-ANC-JFK*-HKG-MAA*-ANC-HKG*-MAA-CMB-HKG-cgo (B-LIF),JUE: cgo-HKG-ANC-JFK-YYZ-ANC-HKG-ANC-lax (B-LJJ),,SAB: hkg-JFK-HKG-ord (B-KQH)
CathayPacific,SH,ASIA-EUR,,VIE: iah-ANC*-HKG-ANC-HKG*-ANC-mia (B-LJD),JUE: anc-HKG-ANC-ORD-ANC*-HKG-BOM*-ANC-HKG*-BOM-FRA-ams (B-LJL),,SAB: lax-HKG-LAX-HKG-yvr (B-KQJ)
